Age,Birth_Place,College,Current_Team,Experience,Position,Last_Name,First_Name
58,"Burnet , TX",Baylor,,1 Season,,Field, Doak
27,Pago Pago American Samoa,San Jose State,,1 Season,,Liaina, Ina
29,"Bedford , TX",Arizona State,,3 Seasons,,Nance, Dimitri
33,,Iowa,,0 Season,,Elgin, Mike
,,No College,,2 Seasons,,Mansfield, Jerry
,"Howkan , AK",Haskell Indian,,1 Season,,Nix, George
35,"Fontana , CA",Colorado,,6 Seasons,,Hackett, D.J.
,"Central City , PA",Penn State,,3 Seasons,,Patrick, John
,"Case , TX",UCLA,,1 Season,,Case, Ernie
22,"Washington , DC",Maryland,Jacksonville Jaguars,2nd season,DE,Ngakoue, Yannick
61,"Williamsburg , VA",West Virginia State,,2 Seasons,,Anderson, Warren
46,"Long Beach , CA",USC,,2 Seasons,,Salmon, Mike
,"London , OH",Wilmington (Del.),,3 Seasons,,Weimer, Chuck
22,"Santa Rosa , CA",Arizona,Arizona Cardinals,1st season,ILB,Wright, Scooby
27,,California (PA),,1 Season,,Mayo, Thomas
,"Eufaula , OK",Oklahoma,,9 Seasons,,Selmon, Lee Roy
,,,,,,Atcheson, Burl
49,"Mobile , AL",Alabama,,6 Seasons,,McCants, Keith
29,,Midwestern State,,1 Season,,Eskridge, Zack
36,"Fort Worth , TX",Coe,,10 Seasons,,Jackson, Fred
40,"Chicago , IL",San Diego State,,13 Seasons,,Salaam, Ephraim
23,"Long Beach , CA",Colorado,Cincinnati Bengals,Rookie,DT,Tupou, Josh
23,"Houston , TX",Troy,New England Patriots,Rookie,OT,Garcia, Antonio
55,Stuttgart Germany,Virginia,,10 Seasons,,Reynolds, Ed
,"Detroit , MI",Central Michigan,,2 Seasons,,Tipton, Zurlon
64,"Wilson , NC",North Carolina,,1 Season,,DeRatt, Jim
50,"Atlanta , GA",Georgia Tech,,1 Season,,Beavers, Scott
22,"Mentor , OH",North Carolina,Chicago Bears,Rookie,QB,Trubisky, Mitchell
42,"Arlington Heights , IL",California,,3 Seasons,,Barnes, Pat
67,"Bremerton , WA",Montana,,6 Seasons,,Okoniewski, Steve
32,,Georgia Tech,,0 Season,,Anoai, Joe
29,", HI",Oregon State,,1 Season,,Nichols, Aaron
31,"Dallas , TX",Arkansas,,2 Seasons,,Richardson, Matterral
,,Syracuse,New York Jets,Rookie,WR,Estime, Brisly
29,,North Carolina,,1 Season,,Elzy, Anthony
,"Santa Clara , UT",Utah,,2 Seasons,,Hafen, Barney
63,"Moline , IL",Missouri,,3 Seasons,,Johnson, Mark
52,"Faribault , MN",Minnesota State,,1 Season,,Hanson, Mark
56,"Jesup , GA",Georgia,,4 Seasons,,Scott, Lindsay
,Colonia Diaz Mexico,Utah,,1 Season,,Richins, Aldo
60,"Rutherfordton , NC",UCLA,,11 Seasons,,Davis, Bruce
35,"Marksville , LA",Louisiana-Lafayette,,8 Seasons,,Batiste, D'Anthony
53,"Birmingham , AL",Michigan,,1 Season,,Johnson, Gilvanni
,"Apollo , PA",Notre Dame,,3 Seasons,,Gasparella, Joe
55,"Jackson , MS",Iowa State,,6 Seasons,,Washington, Chris
27,"Lynwood , CA",Oregon,Los Angeles Chargers,4th season,RB,Barner, Kenjon
65,"San Diego , CA",Arkansas,,1 Season,,Reppond, Mike
,"Rock Island , IL",No College,,2 Seasons,,Yokas, Frank
78,"Jersey City , NJ",Dayton,,15 Seasons,,DeMarco, Bob
,"Montgomery , AL",Alabama State,,2 Seasons,,Davis, Buddy
70,"Norristown , PA",Notre Dame,,7 Seasons,,Pergine, John
49,"Wharton , TX",Houston,,9 Seasons,,Lathon, Lamar
48,"Deerfield , MA",Boston College,,8 Seasons,,Chmura, Mark
36,,Boise State,,0 Season,,Lau, Brad
37,"Matagorda Co. , TX",Texas,,12 Seasons,,Jammer, Quentin
,,No College,,1 Season,,Fetz, Gus
30,"Lakewood , OH",Ohio State,Minnesota Vikings,8th season,OG,Boone, Alex
87,"Lake Charles , LA",Tulane,,1 Season,,Kingery, Ellsworth
34,"Beaumont , TX",Colorado,,7 Seasons,,Vickers, Lawrence
,"Miamisburg , OH",No College,,10 Seasons,,Partlow, Lou
43,"Lynchburg , VA",Pittsburgh,,1 Season,,Anderson, Curtis
23,,Utah State,Houston Texans,Rookie,OG,Simonich, Jake
27,"Los Angeles , CA",UCLA,New York Giants,5th season,DB,Moore, Rahim
75,"Mexico , MO",Los Angeles State,,9 Seasons,,Kindig, Howard
53,"Milford , OH",Navy,,6 Seasons,,McCallum, Napoleon
42,"Swansea , SC",Auburn,,8 Seasons,,Riley, Victor
27,"Ardmore , OK",Florida,Miami Dolphins,7th season,C,Pouncey, Mike
23,"Mascotte , FL",Florida State,Tampa Bay Buccaneers,2nd season,K,Aguayo, Roberto
69,"Sandstone , MN",Tennessee,,8 Seasons,,Kiner, Steve
95,"Winston Salem , NC",North Carolina State,,3 Seasons,,Gibson, Paul
63,"Bartow , FL",Tampa,,5 Seasons,,Carlton, Darryl
,"Portland , ME",Fordham,,3 Seasons,,Sabasteanski, Joe
54,"Cheraw , SC",Clemson,,7 Seasons,,Hatcher, Dale
25,"Houston , TX",Missouri,Kansas City Chiefs,3rd season,C,Morse, Mitch
,"Marshall , MN",Minnesota,,2 Seasons,,Regnier, Pete
26,"Denver , CO",Stanford,Cincinnati Bengals,4th season,TE,Hewitt, Ryan
22,,East Central (OK),Seattle Seahawks,Rookie,WR,Moore, David
47,,Pittsburgh,,1 Season,,Esters, Jeff
47,"San Francisco , CA",Fresno State,,1 Season,,Daigle, Anthony
51,"Los Angeles , CA",Oregon Tech,,9 Seasons,,Cain, Joe
24,"El Cerrito , CA",Notre Dame,Cleveland Browns,2nd season,RB,Atkinson, George
72,"Birmingham , AL",USC,,4 Seasons,,McCall, Don
28,,Michigan State,,1 Season,,Bates, Aaron
,"Ponca City , OK",Oklahoma,,2 Seasons,,Young, Waddy
,"Indiana Co. , PA",Washington & Jefferson,,1 Season,,Malcolm, Harry
43,"Tipton , IN",Ball State,,15 Seasons,,Maynard, Brad
32,,Alabama,,1 Season,,McCall, Travis
34,"Miami , FL",Miami (Fla.),,4 Seasons,,Davis, Tanard
70,"Jacksonville , FL",Arkansas,,1 Season,,Ellison, Glenn
,"San Jose , CA",San Jose State,,2 Seasons,,Ucovich, Mitch
38,"Rockford , IL",Notre Dame,,9 Seasons,,Gandy, Mike
50,"Detroit , MI",New Mexico,,13 Seasons,,Mathis, Terance
30,South Korea,Mississippi State,Carolina Panthers,6th season,DE,Love, Kyle
26,"Bremerton , WA",Washington State,New Orleans Saints,2nd season,G,Fullington, John
21,,Texas A&M,Tampa Bay Buccaneers,Rookie,SAF,Evans, Justin
49,"Phoenix , AZ",Missouri,,4 Seasons,,Mays, Damon
61,"Hattiesburg , MS",Southern Mississippi,,6 Seasons,,Allen, Carl
28,,Michigan,,1 Season,,Van Bergen, Ryan
53,"Lexington , NC",Clemson,,1 Season,,Walls, Henry
24,"Adairsville , GA",Clemson,Atlanta Falcons,3rd season,OLB,Beasley, Vic
53,"Tulsa , OK",Oklahoma,,8 Seasons,,Tillman, Spencer
24,"Stockton , CA",Oklahoma,,2 Seasons,,Saunders, Jalen
76,"Glassport , PA",Michigan State,,1 Season,,Paterra, Herb
30,,Concordia (Minn.),,1 Season,,Gilbert, Charles
50,"Oscoda , MI",Washington,,3 Seasons,,Hall, Darryl
41,"San Diego , CA",Arizona State,,1 Season,,Battle, Terry
34,"York , PA",Shippensburg,New Orleans Saints,12th season,FB,Kuhn, John
23,,Florida Atlantic,,1 Season,,Kirk, Andrae
27,"Beaufort , SC",North Carolina,Washington Redskins,6th season,LB,Brown, Zach
,"New York , NY",No College,,1 Season,,Leavitt, Frank
28,"St. Louis , MO",Missouri State,,1 Season,,Saffold, Jermaine
22,"Chicago , IL",Southern Mississippi,Los Angeles Rams,2nd season,WR,Thomas, Mike
24,"Elon , NC",California,Washington Redskins,2nd season,WR,Harris, Maurice
70,"Derry , PA",Nebraska,,3 Seasons,,Patrick, Frank
54,North Battleford Canada,Washington State,,7 Seasons,,Mayes, Rueben
,"Duquesne , PA",Catholic,,5 Seasons,,Karpowich, Ed
24,,Georgia,Kansas City Chiefs,3rd season,ILB,Wilson, Ramik
77,"Topeka , KS",UCLA,,16 Seasons,,Kilmer, Billy
42,"Washington , DC",Maryland,,11 Seasons,,Scott, Chad
25,"Racine , WI",Northern Illinois,San Francisco 49ers,4th season,CB,Ward, Jimmie
53,"Bellevue , WA",Washington,,1 Season,,Thomas, Garth
35,"Orangeburg , SC",North Carolina,,2 Seasons,,Seawright, Jonas
,"Douglasville , GA",Georgia,,2 Seasons,,Reynolds, Owen
64,"Albany , NY",Notre Dame,,4 Seasons,,Mahalic, Drew
,"Youngstown , OH",Notre Dame,,1 Season,,Leonard, Bill
34,,No College,,2 Seasons,,Castaneda, Eduardo
,"Chicago , IL",Gonzaga,,11 Seasons,,Canadeo, Tony
34,"Shellman , GA",Georgia,Carolina Panthers,13th season,OLB,Davis, Thomas
69,"Gore , OK",Oklahoma,,5 Seasons,,Owens, Steve
,"Birmingham , AL",Tennessee,,1 Season,,Bailey, Howard
,"Ponchatoula , LA",Mississippi,,4 Seasons,,Farragut, Ken
,"New Kensington , PA",Michigan State,,1 Season,,Thrower, Willie
43,"Cut Off , LA",LSU,,1 Season,,Savoie, Nicky
,"Menominee , MI",Michigan State,,5 Seasons,,Wells, Billy
38,"Columbus , TX",Texas Christian,,8 Seasons,,Schobel, Matt
26,"Anaheim , CA",Nevada-Las Vegas,,1 Season,,Randle, Bradley
26,,Tennessee State,Dallas Cowboys,2nd season,G,Edwards, Kadeem
,"Marlin , TX",Centenary,,10 Seasons,,Baker, Conway
,"Bell , CA",Loyola Marymount,,3 Seasons,,Ferris, Neil
24,"De Land , FL",Tennessee State,,1 Season,,Saunders, De'Ante
34,"Houston , TX",Texas,Minnesota Vikings,11th season,DE,Robison, Brian
54,"New Orleans , LA",Tulane,,8 Seasons,,Dent, Burnell
49,"Baltimore , MD",Maryland,,1 Season,,Johnson, Barry
,"Marshall , MN",Trinity (Tex.),,2 Seasons,,Lens, Greg
,"Meadville , PA",Pittsburgh,,3 Seasons,,Daddio, Bill
25,"Homestead , FL",Bethune-Cookman,,1 Season,,Dantzler, Tavarus
45,,Miami (Fla.),,1 Season,,Barber, Rudy
59,"Fresno , CA",Cal Poly-S.L.O.,,1 Season,,Jackson, Louis
55,"Pueblo , CO",Colorado State-Pueblo,,1 Season,,DeRose, Dan
40,"Andrews , TX",Nebraska,,2 Seasons,,Finley, Clint
54,"Mendham , NJ",Tennessee,,7 Seasons,,Zander, Carl
30,,Mary,,1 Season,,Reid, E.J.
25,"Youngstown , OH",Michigan State,Houston Texans,3rd season,FS,Drummond, Kurtis
59,"Ventura , CA",Utah State,,5 Seasons,,Cassidy, Ron
24,"Detroit , MI",Michigan State,Miami Dolphins,3rd season,CB,Lippett, Tony
40,"Overland Park , KS",Murray State,,2 Seasons,,Perez, Joe
53,"Los Angeles , CA",Fresno State,,1 Season,,Pacheco, Chris
31,"Belle Glade , FL",Stanford,,1 Season,,Sanchez, Nick
27,"Cincinnati , OH",Grand Rapids CC MI,Minnesota Vikings,Rookie,TE,Truesdell, Nick
60,"Ulysses , KS",Tulsa,,1 Season,,Hare, Eddie
,"Goodlettsville , TN",Hardin-Simmons,,2 Seasons,,Evans, Murray
36,"Brunswick , GA",Middle Tennessee State,,4 Seasons,,Lee, ReShard
44,"Charlotte , NC",California,,9 Seasons,,Cherry, Je'Rod
,"Yorktown , TX",Texas,,1 Season,,Eckhardt, Ox
31,,Rutgers,,0 Season,,Fladell, Mike
,"Scottdale , PA",Washington & Jefferson,,4 Seasons,,Carroll, Bird
,"Bakersfield , CA",California-Santa Barbara,,3 Seasons,,Oldershaw, Doug
42,"Odessa , WA",Northern Colorado,,1 Season,,Haase, Andy
90,"Tuckahoe , NY",Miami (Fla.),,5 Seasons,,Carapella, Al
77,"Shreveport , LA",New Mexico State,,4 Seasons,,Jackson, Bobby
41,Ghana,North Carolina,,10 Seasons,,Ekuban, Ebenezer
28,,Texas Tech,,1 Season,,Mackey, Leon
70,"Brownwood , TX",Howard Payne,,2 Seasons,,Harris, Jim
,"Eddyville , IA",Iowa Wesleyan,,4 Seasons,,Sandberg, Sandy
30,"Racine , WI",Wisconsin,Philadelphia Eagles,8th season,FS,Maragos, Chris
65,"Cambridge , NE",Nebraska,,2 Seasons,,Damkroger, Maury
35,"Tampa , FL",South Florida,,5 Seasons,,Reed, J.R.
33,"Northampton , MA",Massachusetts,Buffalo Bills,10th season,SS,Ihedigbo, James
34,"Dayton , OH",South Carolina,,3 Seasons,,Goddard, Na'Shan
29,,Miami (Fla.),,4 Seasons,,Johnson, Bruce
29,,Michigan State,,1 Season,,Gantt, Charlie
81,"Pittsburgh , PA",Penn State,,3 Seasons,,Scrabis, Bob
31,,Southern Illinois,,1 Season,,Marquez, Darren
28,,Carroll (Wis.),,1 Season,,Bartlett, Bubba
27,"Houston , TX",Texas,Baltimore Ravens,6th season,K,Tucker, Justin
47,,Notre Dame,,2 Seasons,,Ridgley, Troy
42,"Sacramento , CA",Nevada,,5 Seasons,,Van Dyke, Alex
72,"St. Paul , NE",Nebraska-Kearney,,15 Seasons,,Rasmussen, Randy
39,"Hazelwood , MO",Ohio State,,2 Seasons,,Germany, Reggie
,"Columbus , OH",Ohio State,,1 Season,,Weed, Tad
46,"Orange , TX",Texas A&M,,11 Seasons,,Mathews, Jason
87,"Dallas , TX",Louisiana Tech,,8 Seasons,,Sanford, Leo
67,"Columbus , GA",Georgia,,2 Seasons,,Fersen, Paul
34,"Covina , CA",Washington State,,6 Seasons,,David, Jason
31,"Peoria , AZ",San Diego State,,1 Season,,Schmitt, Tyler
,"Reynolds , ND",No College,,2 Seasons,,Larson, Louie
37,"Annapolis , MD",Pennsylvania,,3 Seasons,,Hatch, Jeff
,"Kansas City , MO",Kansas,,1 Season,,Laughlin, Bud
34,"Muskegon , MI",Saginaw Valley State,,7 Seasons,,Martin, Ruvell
25,"Barnwell , SC",Clemson,Washington Redskins,4th season,CB,Breeland, Bashaud
52,Nassjo Sweden,Northern Arizona,,1 Season,,Lingmerth, Goran
31,,Wheaton,,3 Seasons,,Ittersagen, Pete
,Northotz Germany,Syracuse,,1 Season,,Piro, Hank
73,"Dubuque , IA",Iowa,,6 Seasons,,Noonan, Karl
,"Fort Atkinson , WI",Wisconsin,,2 Seasons,,Weiss, Howie
,"Minot , ND",North Dakota,,1 Season,,Mackenroth, Jack
31,"Florence , SC",Hampton,Dallas Cowboys,11th season,LB,Durant, Justin
,"Beaver Meadows , PA",Fordham,,3 Seasons,,Yackanich, Joe
23,"Harrisburg , PA",Temple,Pittsburgh Steelers,1st season,C,Friend, Kyle
,"Niagara Falls , NY",Indiana,,1 Season,,Sebek, Nick
31,"Baldwin Park , CA",UCLA,New England Patriots,10th season,WR,Slater, Matthew
44,"Detroit , MI",Colorado,,8 Seasons,,Westbrook, Michael
,"Purcell , OK",Centre,,1 Season,,Bartlett, Earl
48,"Lakeview Terrace , CA",UCLA,,4 Seasons,,Lambert, Dion
40,"Tacoma , WA",Washington,,7 Seasons,,Pittman, Bryan
45,"Stanford , CA",Duke,,4 Seasons,,Farquhar, John
29,"Longview , TX",Houston,,1 Season,,Thompson, Isaiah
42,"Charlotte , NC",Wake Forest,,2 Seasons,,Davis, Thabiti
35,"Minneapolis , MN",Pennsylvania,,4 Seasons,,Noll, Ben
35,"Tuskegee , AL",Tuskegee,,9 Seasons,,Walker, Frank
39,"Christian , KY",West Virginia,,1 Season,,Ours, Wes
30,St. Michael Barbados,Morehouse,,4 Seasons,,Harewood, Ramon
84,"Littlefield , TX",Texas Christian,,1 Season,,Vaught, Ted
62,"Fort Worth , TX",Angelo State,,7 Seasons,,Kennard, Ken
73,"Cleveland , OH",Miami (Ohio),,8 Seasons,,Kellermann, Ernie
33,,Arizona State,,1 Season,,Nixon, Mike
23,"Roanoke , VA",North Carolina State,New York Jets,2nd season,CB,Burris, Juston
33,"Porterville , CA",Fresno State,,8 Seasons,,Sanders, James
53,,Alabama,,1 Season,,Neighbors, Wes
28,,Missouri,,1 Season,,Gettis, Carl
28,,Princeton,,2 Seasons,,Flaherty, Harry
66,"San Francisco , CA",California,,2 Seasons,,Kampa, Bob
43,Kingston Jamaica,Miami (Fla.),,4 Seasons,,King, Andre
25,"Cincinnati , OH",Toledo,Houston Texans,3rd season,C,Mancz, Greg
73,"Lawndale , CA",UCLA,,1 Season,,Pentecost, John
,"Bloomfield , NJ",Fordham,,1 Season,,Kochel, Mike
71,"Bridgewater , MA",Syracuse,,10 Seasons,,Cheyunski, Jim
32,"Audubon , NJ",Delaware,Baltimore Ravens,10th season,QB,Flacco, Joe
48,"Los Angeles , CA",Rice,,8 Seasons,,Hall, Courtney
,"San Diego , CA",San Diego State,,7 Seasons,,Dahms, Tom
60,"Freeport , TX",Texas A&M - Kingsville,,2 Seasons,,Waddy, Ray
51,,Lincoln (MO),,1 Season,,Arp, John
40,"Trenton , NJ",Syracuse,,7 Seasons,,Johnson, Kevin
38,"Granite City , CA",Stanford,,1 Season,,Fasani, Randy
,"Tuscarawas Co. , OH",Dartmouth,,1 Season,,MacMurray, Ray
61,"Columbus , NE",Nebraska,,1 Season,,Saalfeld, Kelly
21,,Akron,New York Giants,Rookie,WR,Lane, Jerome
33,,No College,,1 Season,,Sejean, Sebastien
40,"Danville , KY",Kentucky,,3 Seasons,,Yeast, Craig
,"San Diego , CA",USC,,1 Season,,Fletcher, Ollie
22,,Nebraska,Denver Broncos,Rookie,LB,Banderas, Josh
70,"Greensburg , PA",Illinois,,1 Season,,Naponic, Bob
56,"Jacksonville , FL",Missouri,,8 Seasons,,Edelman, Brad
74,"Angleton , TX",Bishop,,13 Seasons,,Thomas, Emmitt
26,"Melbourne , FL",South Carolina State,,2 Seasons,,Thompson, Christian
65,"Fort Worth , TX",Texas Tech,,1 Season,,Barnes, Joe
85,"San Jose , CA",Santa Clara,,1 Season,,Ramona, Joe
26,"Syracuse , NY",Cumberland College,Houston Texans,1st season,WR,Williams, Wendall
,"La Crosse , WI",Beloit,,3 Seasons,,Dahlgren, George
57,"Santa Ana , CA",Dartmouth,,11 Seasons,,Kemp, Jeff
71,"Karnack , TX",Jackson State,,3 Seasons,,Thomas, Lee
33,"Canton , OH",Ohio State,,2 Seasons,,Everett, Tyler
50,,Iowa,,1 Season,,Foster, Melvin
55,"New Orleans , LA",LSU,,2 Seasons,,Scott, Malcolm
71,"Groveland , GA",Bethune-Cookman,,14 Seasons,,Little, Larry
64,"St. Louis , MO",UCLA,,1 Season,,Frazier, Cliff
79,"Boston , GA",Georgia,,14 Seasons,,Walden, Bobby
49,"Akron , OH",West Virginia,,9 Seasons,,Fox, Mike
32,"Cincinnati , OH",Cincinnati,Philadelphia Eagles,11th season,TE,Celek, Brent
45,"Mccomb , MS",Southern Mississippi,,4 Seasons,,Carter, Perry
34,"Lake Charles , LA",LSU,,2 Seasons,,Vincent, Justin
36,"Philadelphia , PA",Nebraska,,2 Seasons,,Pippens, Jerrell
29,,Abilene Christian,,2 Seasons,,Radway, Raymond
22,"Sicklerville , NJ",Virginia,Buffalo Bills,1st season,DE,Valles, Max
63,"Mobile , AL",Tennessee State,,2 Seasons,,Parker, Rod
56,American Samoa,USC,,1 Season,,Achica, George
27,"Slidell , LA",LSU,,1 Season,,Faulk, Chris
35,"Chicago , IL",Wisconsin,,5 Seasons,,Jefferson, Jason
51,"Sacramento , CA",Cal State-Chico,,3 Seasons,,Verhulst, Chris
,"Ferda , AR",Tulane,,1 Season,,Wenzel, Ralph
22,,Texas,Philadelphia Eagles,1st season,WR,Johnson, Marcus
49,"Cincinnati , OH",Oklahoma,,1 Season,,Evans, Scott
71,"Portland , OR",Brigham Young,,1 Season,,Patera, Dennis
24,"Dallas , TX",Kansas State,Los Angeles Chargers,Rookie,LB,Moore, Charmeachealle
29,"Bryn Mawr , PA",Virginia,,3 Seasons,,Barker, Will
25,"Eden Prairie , MN",Wisconsin,Philadelphia Eagles,4th season,DT,Allen, Beau
25,,Mississippi State,,1 Season,,Beckwith, Ben
28,,San Diego State,,1 Season,,Parker, Larry
,,Youngstown State,Green Bay Packers,Rookie,CB,Rivers, David
22,,LSU,Indianapolis Colts,Rookie,TE,Jeter, Colin
35,"Murfreesboro , NC",North Carolina A&T,,5 Seasons,,Deloatch, Curtis
53,"Honolulu , HI",Hawaii,,4 Seasons,,Faaola, Nuu
27,"West Allis , WI",Wisconsin,Detroit Lions,5th season,T,Wagner, Ricky
70,"Paterson , NJ",Fordham,,1 Season,,Parker, Kenny
47,"Sugar Land , TX",Texas A&M,,4 Seasons,,Frazier, Derrick
32,"Memphis , TN",Mississippi,,6 Seasons,,Jerry, Peria
42,"Atlanta , GA",Duke,,16 Seasons,,Mannelly, Patrick
39,"Westerville , OH",Ohio State,,3 Seasons,,Katzenmoyer, Andy
56,"Huntsville , AL",Auburn,,12 Seasons,,Martin, Chris
34,"Crown Point , IN",Illinois,,10 Seasons,,Weatherford, Steve
62,"Tallahassee , FL",Florida,,2 Seasons,,Carr, Earl
25,,Oregon State,,1 Season,,Philipp, Michael
30,"Baton Rouge , LA",Louisiana Tech,,1 Season,,Dillard, Mark
,"St.Louis , MO",Northwestern,,1 Season,,Mathews, Barney
43,Zaire,Tulsa,,2 Seasons,,Kazadi, Muadianvita
,"Okeene , OK",California-Davis,,2 Seasons,,Schmidt, Kermit
85,"Conemaugh , PA",Michigan State,,6 Seasons,,Yewcic, Tom
81,"Beaver Falls , PA",Pittsburgh,,7 Seasons,,Walton, Joe
40,"Belleville , KS",Harvard,,2 Seasons,,Eitzmann, Chris
36,"Clewiston , FL",Miami (Fla.),,2 Seasons,,Marshall, Alfonso
39,"Dayton , OH",Oregon State,,1 Season,,Jackson, Jonathan
25,"San Diego , CA",Oklahoma,Baltimore Ravens,5th season,SS,Jefferson, Tony
41,"Whistler , AL",Auburn,,13 Seasons,,Anderson, Willie
57,"Bakersfield , CA",San Jose State,,6 Seasons,,Nichols, Mark
50,"St. Paul , MN",Miami (Fla.),,11 Seasons,,Walsh, Steve
,"Yakima , WA",No College,,1 Season,,Jacobs, Marv
,,Central Michigan,Dallas Cowboys,Rookie,QB,Rush, Cooper
26,Bishop Auckland United Kingdom,No College,Atlanta Falcons,Rookie,TE,Gray, Alex
,"New York , NY",Colgate,,1 Season,,Schiebel, Art
32,"Los Angeles , CA",Fresno State,,5 Seasons,,Leonard, Louis
90,"Athens , AL",Alabama,,4 Seasons,,Calvin, Tom
63,"Milwaukee , WI",Wisconsin,,5 Seasons,,Wagner, Steve
78,"Phoenix , AZ",Notre Dame,,3 Seasons,,Adamson, Ken
69,"Los Angeles , CA",Wisconsin,,7 Seasons,,Dawkins, Joe
65,"Longview , TX",Trinity Valley CC TX,,7 Seasons,,Scott, James
50,"New York , NY",Texas-El Paso,,1 Season,,Harvey, John
25,"Memphis , TN",Auburn,Cleveland Browns,2nd season,OT,Coleman, Shon
70,"Arlington , MA",Kansas State,,10 Seasons,,Yankowski, Ron
55,"Mchenry , IL",Winona State,,1 Season,,Althoff, Jim
,"Port Dickinson , NY",Muhlenberg,,1 Season,,Rice, Orian
27,"Blackfoot , ID",Idaho State,New Orleans Saints,5th season,TE,Hill, Josh
,"Honolulu , HI",Hawaii,,2 Seasons,,Achiu, Sneeze
42,"Omaha , NE",Nebraska,,1 Season,,Jackson, Vershan
26,"Riverside , CA",Florida,Seattle Seahawks,2nd season,LB,Powell, Ronald
55,"American Fork , UT",Brigham Young,,1 Season,,Hansen, Bruce
29,,Auburn,,2 Seasons,,Fannin, Mario
72,"Portland , OR",Pacific (Ore),,5 Seasons,,Daniels, Dick
24,"Manchester , CT",Princeton,Cleveland Browns,2nd season,TE,DeValve, Seth
45,,Eastern Kentucky,,1 Season,,Dickerson, Bryan
38,"Waco , TX",Texas,,1 Season,,Cavil, Kwame
56,"Hempstead , TX",Texas-El Paso,,4 Seasons,,Scott, Carlos
73,"Amarillo , TX",San Diego State,,12 Seasons,,Garrison, Gary
25,"Wichita , KS",Oklahoma,San Francisco 49ers,3rd season,TE,Bell, Blake
24,"Pittsburgh , PA",Georgia Tech,Los Angeles Rams,2nd season,FB,Laskey, Zach
26,"Honolulu , HI",California,Indianapolis Colts,5th season,C,Schwenke, Brian
44,"Columbus , OH",Minnesota,,9 Seasons,,Carter, Tony
55,"Inglewood , CA",Nevada-Las Vegas,,1 Season,,Scoggins, Ron
22,"San Jose , CA",Colorado,Dallas Cowboys,Rookie,CB,Awuzie, Chidobe
61,"Pensacola , FL",Southern Mississippi,,7 Seasons,,Fowler, Amos
25,"Harbor City , CA",Utah State,Kansas City Chiefs,Rookie,DE,Ali'ifua, Ricky
41,"Torrance , CA",California,,10 Seasons,,Welbourn, John
33,"Conway , SC",Oklahoma,,2 Seasons,,Patrick, Allen
28,"Mooresville , NC",North Carolina State,Tampa Bay Buccaneers,6th season,OG,Sweezy, J.R.
39,"Oceanside , CA",Arizona State,,6 Seasons,,Flowers, Erik
35,,Villanova,,1 Season,,Chila, Matthew
,"Neota , IL",No College,,2 Seasons,,Chappell, Leon
72,"Brownsville , PA",Tennessee-Martin,,6 Seasons,,Taffoni, Joe
,,USC,,2 Seasons,,Parsons, Earle
23,"Oakland , CA",Texas-El Paso,Chicago Bears,1st season,LB,Robertson-Harris, Roy
25,"Trenton , NJ",Washington State,Baltimore Ravens,2nd season,WR,Mayle, Vince
,"Bellaire , OH",Florida,,3 Seasons,,Fleming, Don
,"Greenfield , MA",Temple,,8 Seasons,,Batinski, Stan
57,"Albany , GA",Penn State,,5 Seasons,,Kab, Vyto
,"Dunbridge , OH",John Carroll,,2 Seasons,,Lahey, Pat
37,"New York , NY",Virginia Tech,,2 Seasons,,Pile, Willie
45,,Notre Dame,,1 Season,,Norman, Todd
31,"Anchorage , AK",Hawaii,,3 Seasons,,Veikune, David
47,,Boston U.,,1 Season,,Francisco, Paul
32,"Augusta , GA",Georgia,,4 Seasons,,Irvin, Corvey
37,"Chester , PA",Hofstra,,4 Seasons,,Harris, Arlen
37,"Denver , CO",Arizona State,,0 Season,,Pinkard, Mike
24,,Lafayette,,1 Season,,Scheuerman, Ross
29,,Kansas State,,1 Season,,Harrison, Stephen
,"Detroit , MI",Notre Dame,,3 Seasons,,Seymour, Jim
,"Vermillion , SD",Iowa,,1 Season,,Olson, Forrest
43,"Tacoma , WA",Idaho,,2 Seasons,,May, Sherriden
66,"Biloxi , MS",Alcorn State,,1 Season,,Fairley, Leonard
34,"Denver , CO",Florida State,,2 Seasons,,Sam, P.K.
64,"Philadelphia , PA",Penn State,,9 Seasons,,Cappelletti, John
54,"Honolulu , HI",Stanford,,1 Season,,Park, Kaulana
,"Little Rock , AR",Nebraska,,3 Seasons,,Phillips, Lawrence
37,"Baton Rouge , LA",LSU,,3 Seasons,,LeJeune, Norman
42,"Richmond , VA",Virginia,,15 Seasons,,Farrior, James
55,"Chicago , IL",Miami (Fla.),,1 Season,,Larkin, Eric
